Date, ULSP:  Pump price (p/litre),ULSP:  Diff on previous WEEK (p/litre), ULSP: Diff on previous  YEAR (p/litre),Duty rate ULSP (p/litre),VAT (% rate) ULSP,ULSD: Pump price (p/litre),ULSD: Diff on previous WEEK (p/litre),ULSD: Diff on previous  YEAR (p/litre),Duty rate ULSD (p/litre),VAT (% rate) ULSD
04-10-21,136.10,0.9,22.8,57.95,20.00,139.20,1.2,21.1,57.95,20.00
11-10-21,137.17,1.1,24.0,57.95,20.00,140.66,1.5,22.6,57.95,20.00
18-10-21,139.46,2.3,26.3,57.95,20.00,143.19,2.5,25.1,57.95,20.00
25-10-21,141.81,2.3,28.7,57.95,20.00,145.90,2.7,27.8,57.95,20.00
01-11-21,143.70,1.9,30.6,57.95,20.00,147.48,1.6,29.4,57.95,20.00
08-11-21,144.90,1.2,32.4,57.95,20.00,148.84,1.4,31.6,57.95,20.00
15-11-21,145.87,1.0,33.5,57.95,20.00,149.76,0.9,32.7,57.95,20.00
22-11-21,146.89,1.0,34.5,57.95,20.00,150.73,1.0,33.6,57.95,20.00
29-11-21,147.53,0.6,34.9,57.95,20.00,151.31,0.6,33.9,57.95,20.00
06-12-21,146.89,-0.6,33.7,57.95,20.00,150.61,-0.7,32.6,57.95,20.00
13-12-21,146.22,-0.7,32.4,57.95,20.00,149.88,-0.7,31.3,57.95,20.00
20-12-21,145.16,-1.1,30.7,57.95,20.00,148.89,-1.0,29.7,57.95,20.00
27-12-21,144.92,-0.2,30.0,57.95,20.00,148.82,-0.1,29.2,57.95,20.00
03-01-22,145.04,0.1,29.7,57.95,20.00,148.85,0.0,28.9,57.95,20.00
10-01-22,144.82,-0.2,28.7,57.95,20.00,148.65,-0.2,28.0,57.95,20.00
17-01-22,144.80,0.0,27.9,57.95,20.00,148.70,0.0,27.2,57.95,20.00
24-01-22,144.87,0.1,26.8,57.95,20.00,148.81,0.1,26.1,57.95,20.00
31-01-22,145.74,0.9,26.6,57.95,20.00,149.68,0.9,26.0,57.95,20.00
07-02-22,146.33,0.6,26.7,57.95,20.00,150.30,0.6,26.2,57.95,20.00
14-02-22,146.95,0.6,26.4,57.95,20.00,151.10,0.8,26.1,57.95,20.00
21-02-22,147.77,0.8,26.5,57.95,20.00,151.95,0.8,26.2,57.95,20.00
28-02-22,149.22,1.4,27.0,57.95,20.00,153.36,1.4,26.7,57.95,20.00
07-03-22,152.95,3.7,30.0,57.95,20.00,158.56,5.2,31.2,57.95,20.00
14-03-22,159.96,7.0,36.1,57.95,20.00,169.48,10.9,41.2,57.95,20.00
21-03-22,165.37,5.4,40.8,57.95,20.00,177.47,8.0,48.5,57.95,20.00
28-03-22,162.65,-2.7,37.5,52.95,20.00,176.44,-1.0,47.1,52.95,20.00
04-04-22,161.91,-0.7,36.7,52.95,20.00,176.00,-0.4,46.6,52.95,20.00
11-04-22,161.78,-0.1,36.4,52.95,20.00,176.22,0.2,46.8,52.95,20.00
18-04-22,161.67,-0.1,36.2,52.95,20.00,175.93,-0.3,46.4,52.95,20.00
25-04-22,161.84,0.2,36.0,52.95,20.00,176.33,0.4,46.6,52.95,20.00
02-05-22,162.48,0.6,36.4,52.95,20.00,177.06,0.7,47.1,52.95,20.00
09-05-22,163.68,1.2,37.2,52.95,20.00,178.39,1.3,48.0,52.95,20.00
16-05-22,165.09,1.4,37.9,52.95,20.00,179.67,1.3,48.6,52.95,20.00
23-05-22,167.59,2.5,39.7,52.95,20.00,181.16,1.5,49.6,52.95,20.00
30-05-22,170.36,2.8,42.2,52.95,20.00,182.25,1.1,50.4,52.95,20.00
06-06-22,174.99,4.6,46.3,52.95,20.00,184.94,2.7,52.6,52.95,20.00
13-06-22,182.53,7.5,53.1,52.95,20.00,190.43,5.5,57.3,52.95,20.00
20-06-22,186.85,4.3,56.7,52.95,20.00,194.87,4.4,61.2,52.95,20.00
27-06-22,190.93,4.1,60.2,52.95,20.00,198.93,4.1,64.7,52.95,20.00
04-07-22,191.55,0.6,59.8,52.95,20.00,199.22,0.3,65.1,52.95,20.00
11-07-22,190.63,-0.9,58.2,52.95,20.00,198.74,-0.5,63.5,52.95,20.00
18-07-22,188.92,-1.7,55.7,52.95,20.00,197.53,-1.2,61.6,52.95,20.00
25-07-22,186.60,-2.3,53.1,52.95,20.00,195.88,-1.7,59.7,52.95,20.00
01-08-22,182.77,-3.8,48.6,52.95,20.00,193.04,-2.8,56.2,52.95,20.00
08-08-22,177.64,-5.1,42.9,52.95,20.00,188.49,-4.5,51.2,52.95,20.00
15-08-22,174.19,-3.5,39.5,52.95,20.00,185.16,-3.3,48.4,52.95,20.00
22-08-22,171.14,-3.0,36.5,52.95,20.00,182.92,-2.2,45.8,52.95,20.00
29-08-22,170.12,-1.0,35.5,52.95,20.00,183.20,0.3,46.1,52.95,20.00
05-09-22,168.93,-1.2,34.2,52.95,20.00,182.82,-0.4,45.6,52.95,20.00
12-09-22,167.61,-1.3,32.9,52.95,20.00,182.22,-0.6,45.0,52.95,20.00
19-09-22,165.47,-2.1,30.6,52.95,20.00,181.13,-1.1,43.8,52.95,20.00
26-09-22,164.00,-1.5,28.8,52.95,20.00,180.46,-0.7,42.5,52.95,20.00
03-10-22,162.67,-1.3,26.6,52.95,20.00,180.04,-0.4,40.8,52.95,20.00
10-10-22,162.09,-0.6,24.9,52.95,20.00,180.76,0.7,40.1,52.95,20.00
17-10-22,162.81,0.7,23.3,52.95,20.00,181.86,1.1,38.7,52.95,20.00
24-10-22,164.62,1.8,22.8,52.95,20.00,187.30,5.4,41.4,52.95,20.00
31-10-22,165.87,1.3,22.2,52.95,20.00,189.77,2.5,42.3,52.95,20.00
07-11-22,165.62,-0.3,20.7,52.95,20.00,189.79,0.0,41.0,52.95,20.00
14-11-22,164.40,-1.2,18.5,52.95,20.00,188.85,-0.9,39.1,52.95,20.00
21-11-22,163.28,-1.1,16.4,52.95,20.00,187.57,-1.3,36.8,52.95,20.00
28-11-22,161.13,-2.1,13.6,52.95,20.00,185.57,-2.0,34.3,52.95,20.00
05-12-22,159.20,-1.9,12.3,52.95,20.00,183.56,-2.0,33.0,52.95,20.00
12-12-22,155.97,-3.2,9.8,52.95,20.00,179.91,-3.7,30.0,52.95,20.00
19-12-22,154.07,-1.9,8.9,52.95,20.00,177.62,-2.3,28.7,52.95,20.00
26-12-22,151.94,-2.1,7.0,52.95,20.00,175.52,-2.1,26.7,52.95,20.00
02-01-23,150.90,-1.0,5.9,52.95,20.00,174.16,-1.4,25.3,52.95,20.00
09-01-23,149.97,-0.9,5.1,52.95,20.00,173.16,-1.0,24.5,52.95,20.00
16-01-23,148.79,-1.2,4.0,52.95,20.00,171.64,-1.5,22.9,52.95,20.00
23-01-23,148.21,-0.6,3.3,52.95,20.00,170.86,-0.8,22.1,52.95,20.00
30-01-23,148.18,0.0,2.4,52.95,20.00,170.56,-0.3,20.9,52.95,20.00
06-02-23,148.34,0.2,2.0,52.95,20.00,170.36,-0.2,20.1,52.95,20.00
13-02-23,147.98,-0.4,1.0,52.95,20.00,169.66,-0.7,18.6,52.95,20.00
20-02-23,147.86,-0.1,0.1,52.95,20.00,169.30,-0.4,17.4,52.95,20.00
27-02-23,147.55,-0.3,-1.7,52.95,20.00,168.56,-0.7,15.2,52.95,20.00
06-03-23,147.12,-0.4,-5.8,52.95,20.00,167.33,-1.2,8.8,52.95,20.00
13-03-23,146.97,-0.1,-13.0,52.95,20.00,167.04,-0.3,-2.4,52.95,20.00
20-03-23,146.62,-0.4,-18.8,52.95,20.00,166.26,-0.8,-11.2,52.95,20.00
27-03-23,146.21,-0.4,-16.4,52.95,20.00,165.18,-1.1,-11.3,52.95,20.00
03-04-23,145.72,-0.5,-16.2,52.95,20.00,163.71,-1.5,-12.3,52.95,20.00
10-04-23,145.82,0.1,-16.0,52.95,20.00,162.71,-1.0,-13.5,52.95,20.00
17-04-23,145.93,0.1,-15.7,52.95,20.00,162.11,-0.6,-13.8,52.95,20.00
24-04-23,145.84,-0.1,-16.0,52.95,20.00,161.34,-0.8,-15.0,52.95,20.00
01-05-23,145.71,-0.1,-16.8,52.95,20.00,160.35,-1.0,-16.7,52.95,20.00
08-05-23,145.30,-0.4,-18.4,52.95,20.00,158.12,-2.2,-20.3,52.95,20.00
15-05-23,144.65,-0.7,-20.4,52.95,20.00,155.53,-2.6,-24.1,52.95,20.00
22-05-23,143.64,-1.0,-23.9,52.95,20.00,151.59,-3.9,-29.6,52.95,20.00
29-05-23,142.94,-0.7,-27.4,52.95,20.00,147.87,-3.7,-34.4,52.95,20.00
05-06-23,142.90,0.0,-32.1,52.95,20.00,146.43,-1.4,-38.5,52.95,20.00
12-06-23,142.71,-0.2,-39.8,52.95,20.00,145.48,-0.9,-45.0,52.95,20.00
19-06-23,142.95,0.2,-43.9,52.95,20.00,145.20,-0.3,-49.7,52.95,20.00
26-06-23,143.43,0.5,-47.5,52.95,20.00,145.65,0.4,-53.3,52.95,20.00
03-07-23,143.40,0.0,-48.1,52.95,20.00,145.52,-0.1,-53.7,52.95,20.00
10-07-23,142.87,-0.5,-47.8,52.95,20.00,144.73,-0.8,-54.0,52.95,20.00
17-07-23,142.77,-0.1,-46.2,52.95,20.00,144.64,-0.1,-52.9,52.95,20.00
24-07-23,142.96,0.2,-43.6,52.95,20.00,145.13,0.5,-50.7,52.95,20.00
31-07-23,144.13,1.2,-38.6,52.95,20.00,145.95,0.8,-47.1,52.95,20.00
07-08-23,146.18,2.0,-31.5,52.95,20.00,148.23,2.3,-40.3,52.95,20.00
14-08-23,147.77,1.6,-26.4,52.95,20.00,150.37,2.1,-34.8,52.95,20.00
21-08-23,149.40,1.6,-21.7,52.95,20.00,152.14,1.8,-30.8,52.95,20.00
28-08-23,150.73,1.3,-19.4,52.95,20.00,153.52,1.4,-29.7,52.95,20.00
04-09-23,151.71,1.0,-17.2,52.95,20.00,154.65,1.1,-28.2,52.95,20.00
11-09-23,153.10,1.4,-14.5,52.95,20.00,156.15,1.5,-26.1,52.95,20.00
18-09-23,154.06,1.0,-11.4,52.95,20.00,158.16,2.0,-23.0,52.95,20.00
25-09-23,155.41,1.3,-8.6,52.95,20.00,160.61,2.5,-19.8,52.95,20.00
02-10-23,156.02,0.6,-6.6,52.95,20.00,162.15,1.5,-17.9,52.95,20.00
09-10-23,155.94,-0.1,-6.1,52.95,20.00,162.49,0.3,-18.3,52.95,20.00
16-10-23,155.09,-0.9,-7.7,52.95,20.00,162.31,-0.2,-19.5,52.95,20.00
23-10-23,154.63,-0.5,-10.0,52.95,20.00,162.19,-0.1,-25.1,52.95,20.00
30-10-23,153.97,-0.7,-11.9,52.95,20.00,161.76,-0.4,-28.0,52.95,20.00
06-11-23,153.20,-0.8,-12.4,52.95,20.00,160.86,-0.9,-28.9,52.95,20.00
13-11-23,152.39,-0.8,-12.0,52.95,20.00,160.39,-0.5,-28.5,52.95,20.00
20-11-23,150.50,-1.9,-12.8,52.95,20.00,158.44,-1.9,-29.1,52.95,20.00
27-11-23,147.99,-2.5,-13.1,52.95,20.00,156.18,-2.3,-29.4,52.95,20.00
04-12-23,145.71,-2.3,-13.5,52.95,20.00,154.10,-2.1,-29.5,52.95,20.00
11-12-23,143.80,-1.9,-12.2,52.95,20.00,152.01,-2.1,-27.9,52.95,20.00
18-12-23,141.51,-2.3,-12.6,52.95,20.00,150.38,-1.6,-27.2,52.95,20.00
25-12-23,140.33,-1.2,-11.6,52.95,20.00,149.24,-1.1,-26.3,52.95,20.00
01-01-24,140.78,0.4,-10.1,52.95,20.00,148.66,-0.6,-25.5,52.95,20.00
08-01-24,139.72,-1.1,-10.2,52.95,20.00,148.21,-0.4,-25.0,52.95,20.00
15-01-24,139.49,-0.2,-9.3,52.95,20.00,147.93,-0.3,-23.7,52.95,20.00
22-01-24,139.39,-0.1,-8.8,52.95,20.00,147.96,0.0,-22.9,52.95,20.00
29-01-24,139.91,0.5,-8.3,52.95,20.00,148.56,0.6,-22.0,52.95,20.00
05-02-24,140.55,0.6,-7.8,52.95,20.00,149.35,0.8,-21.0,52.95,20.00
12-02-24,141.28,0.7,-6.7,52.95,20.00,150.28,0.9,-19.4,52.95,20.00
19-02-24,142.86,1.6,-5.0,52.95,20.00,152.08,1.8,-17.2,52.95,20.00
26-02-24,143.96,1.1,-3.6,52.95,20.00,153.29,1.2,-15.3,52.95,20.00
04-03-24,144.73,0.8,-2.4,52.95,20.00,154.53,1.2,-12.8,52.95,20.00
11-03-24,144.70,0.0,-2.3,52.95,20.00,154.29,-0.2,-12.8,52.95,20.00
18-03-24,144.73,0.0,-1.9,52.95,20.00,153.81,-0.5,-12.5,52.95,20.00
25-03-24,145.06,0.3,-1.2,52.95,20.00,153.90,0.1,-11.3,52.95,20.00
01-04-24,146.25,1.2,0.5,52.95,20.00,156.00,2.1,-7.7,52.95,20.00
08-04-24,146.91,0.7,1.1,52.95,20.00,156.29,0.3,-6.4,52.95,20.00
15-04-24,148.49,1.6,2.6,52.95,20.00,157.46,1.2,-4.7,52.95,20.00
22-04-24,149.21,0.7,3.4,52.95,20.00,157.98,0.5,-3.4,52.95,20.00
29-04-24,149.49,0.3,3.8,52.95,20.00,157.98,0.0,-2.4,52.95,20.00
06-05-24,149.54,0.0,4.2,52.95,20.00,157.64,-0.3,-0.5,52.95,20.00
13-05-24,149.23,-0.3,4.6,52.95,20.00,157.08,-0.6,1.5,52.95,20.00
20-05-24,148.83,-0.4,5.2,52.95,20.00,156.21,-0.9,4.6,52.95,20.00
27-05-24,147.65,-1.2,4.7,52.95,20.00,154.30,-1.9,6.4,52.95,20.00
03-06-24,147.27,-0.4,4.4,52.95,20.00,153.26,-1.0,6.8,52.95,20.00
10-06-24,146.25,-1.0,3.5,52.95,20.00,151.99,-1.3,6.5,52.95,20.00
17-06-24,145.09,-1.2,2.1,52.95,20.00,150.70,-1.3,5.5,52.95,20.00
24-06-24,144.43,-0.7,1.0,52.95,20.00,150.12,-0.6,4.5,52.95,20.00
01-07-24,144.28,-0.2,0.9,52.95,20.00,150.06,-0.1,4.5,52.95,20.00
08-07-24,144.45,0.2,1.6,52.95,20.00,150.39,0.3,5.7,52.95,20.00
15-07-24,144.60,0.1,1.8,52.95,20.00,150.56,0.2,5.9,52.95,20.00
22-07-24,144.69,0.1,1.7,52.95,20.00,150.59,0.0,5.5,52.95,20.00
29-07-24,144.19,-0.5,0.1,52.95,20.00,150.16,-0.4,4.2,52.95,20.00
05-08-24,143.42,-0.8,-2.8,52.95,20.00,149.10,-1.1,0.9,52.95,20.00
12-08-24,142.91,-0.5,-4.9,52.95,20.00,148.48,-0.6,-1.9,52.95,20.00
19-08-24,141.96,-1.0,-7.4,52.95,20.00,147.42,-1.1,-4.7,52.95,20.00
26-08-24,141.01 ,-1.0,-9.7,52.95,20.00,146.15 ,-1.3,-7.4,52.95,20.00
02-09-24,139.96,-1.0,-11.7,52.95,20.00,145.19,-1.0,-9.5,52.95,20.00
09-09-24,138.10,-1.9,-15.0,52.95,20.00,143.40,-1.8,-12.7,52.95,20.00
16-09-24,136.49,-1.6,-17.6,52.95,20.00,141.61,-1.8,-16.6,52.95,20.00
23-09-24,135.26,-1.2,-20.2,52.95,20.00,140.02,-1.6,-20.6,52.95,20.00
30-09-24,134.17,-1.1,-21.9,52.95,20.00,138.85,-1.2,-23.3,52.95,20.00
07-10-24,133.59,-0.6,-22.4,52.95,20.00,138.46,-0.4,-24.0,52.95,20.00
14-10-24,133.86,0.3,-21.2,52.95,20.00,139.08,0.6,-23.2,52.95,20.00
21-10-24,133.99,0.1,-20.6,52.95,20.00,139.26,0.2,-22.9,52.95,20.00
28-10-24,134.41,0.4,-19.6,52.95,20.00,139.71,0.4,-22.0,52.95,20.00
04-11-24,134.41,0.0,-18.8,52.95,20.00,139.84,0.1,-21.0,52.95,20.00
11-11-24,134.59,0.2,-17.8,52.95,20.00,140.13,0.3,-20.3,52.95,20.00
18-11-24,134.85,0.3,-15.7,52.95,20.00,140.49,0.4,-18.0,52.95,20.00
25-11-24,135.37,0.5,-12.6,52.95,20.00,141.40,0.9,-14.8,52.95,20.00
02-12-24,135.93,0.6,-9.8,52.95,20.00,142.04,0.6,-12.1,52.95,20.00
09-12-24,136.23,0.3,-7.6,52.95,20.00,142.49,0.4,-9.5,52.95,20.00
16-12-24,136.39,0.2,-5.1,52.95,20.00,142.71,0.2,-7.7,52.95,20.00
23-12-24,136.39,0.0,-3.9,52.95,20.00,142.85,0.1,-6.4,52.95,20.00
30-12-24,136.49,0.1,-4.3,52.95,20.00,142.98,0.1,-5.7,52.95,20.00
06-01-25,136.60,0.1,-3.1,52.95,20.00,143.30,0.3,-4.9,52.95,20.00
13-01-25,136.51,-0.1,-3.0,52.95,20.00,143.33,0.0,-4.6,52.95,20.00
20-01-25,136.97,0.5,-2.4,52.95,20.00,144.27,0.9,-3.7,52.95,20.00
27-01-25,138.36,1.4,-1.5,52.95,20.00,145.57,1.3,-3.0,52.95,20.00
03-02-25,138.74,0.4,-1.8,52.95,20.00,146.13,0.6,-3.2,52.95,20.00
,,,,,,,,,, 
