Date, ULSP:  Pump price (p/litre),ULSP:  Diff on previous WEEK (p/litre), ULSP: Diff on previous  YEAR (p/litre),Duty rate ULSP (p/litre),VAT (% rate) ULSP,ULSD: Pump price (p/litre),ULSD: Diff on previous WEEK (p/litre),ULSD: Diff on previous  YEAR (p/litre),Duty rate ULSD (p/litre),VAT (% rate) ULSD
29-02-16,101.42,0.0,-7.8,57.95,20.00,101.38,0.3,-15.3,57.95,20.00
07-03-16,101.46,0.0,-8.6,57.95,20.00,101.67,0.3,-15.8,57.95,20.00
14-03-16,101.71,0.2,-9.3,57.95,20.00,102.52,0.8,-15.7,57.95,20.00
21-03-16,102.58,0.9,-9.1,57.95,20.00,103.64,1.1,-15.1,57.95,20.00
28-03-16,103.40,0.8,-8.7,57.95,20.00,104.40,0.8,-14.6,57.95,20.00
04-04-16,104.51,1.1,-7.9,57.95,20.00,105.32,0.9,-13.8,57.95,20.00
11-04-16,105.39,0.9,-7.1,57.95,20.00,105.98,0.7,-13.2,57.95,20.00
18-04-16,106.41,1.0,-6.5,57.95,20.00,106.97,1.0,-12.2,57.95,20.00
25-04-16,107.14,0.7,-6.4,57.95,20.00,107.67,0.7,-11.9,57.95,20.00
02-05-16,107.82,0.7,-6.5,57.95,20.00,108.58,0.9,-11.4,57.95,20.00
09-05-16,108.19,0.4,-6.9,57.95,20.00,109.00,0.4,-11.6,57.95,20.00
16-05-16,108.53,0.3,-7.2,57.95,20.00,109.30,0.3,-11.7,57.95,20.00
23-05-16,109.12,0.6,-6.9,57.95,20.00,109.90,0.6,-11.4,57.95,20.00
30-05-16,109.79,0.7,-6.3,57.95,20.00,110.70,0.8,-10.6,57.95,20.00
06-06-16,110.40,0.6,-5.9,57.95,20.00,111.43,0.7,-9.9,57.95,20.00
13-06-16,111.03,0.6,-5.4,57.95,20.00,111.99,0.6,-9.3,57.95,20.00
20-06-16,111.22,0.2,-5.4,57.95,20.00,112.31,0.3,-8.9,57.95,20.00
27-06-16,111.44,0.2,-5.1,57.95,20.00,112.56,0.2,-8.4,57.95,20.00
04-07-16,111.65,0.2,-4.7,57.95,20.00,112.86,0.3,-7.9,57.95,20.00
11-07-16,111.89,0.2,-4.5,57.95,20.00,113.09,0.2,-5.7,57.95,20.00
18-07-16,111.92,0.0,-4.9,57.95,20.00,113.00,-0.1,-5.4,57.95,20.00
25-07-16,111.69,-0.2,-4.8,57.95,20.00,112.89,-0.1,-4.1,57.95,20.00
01-08-16,111.05,-0.6,-5.1,57.95,20.00,112.43,-0.5,-2.7,57.95,20.00
08-08-16,109.75,-1.3,-5.7,57.95,20.00,111.40,-1.0,-2.8,57.95,20.00
15-08-16,109.28,-0.5,-5.3,57.95,20.00,111.02,-0.4,-1.0,57.95,20.00
22-08-16,109.63,0.4,-3.6,57.95,20.00,111.71,0.7,0.7,57.95,20.00
29-08-16,110.43,0.8,-0.8,57.95,20.00,112.55,0.8,2.6,57.95,20.00
05-09-16,110.97,0.5,0.1,57.95,20.00,113.10,0.6,3.3,57.95,20.00
12-09-16,111.31,0.3,0.7,57.95,20.00,113.42,0.3,3.5,57.95,20.00
19-09-16,111.29,0.0,0.7,57.95,20.00,113.23,-0.2,2.7,57.95,20.00
26-09-16,111.36,0.1,1.9,57.95,20.00,113.38,0.1,2.9,57.95,20.00
03-10-16,111.65,0.3,2.7,57.95,20.00,113.71,0.3,3.1,57.95,20.00
10-10-16,112.35,0.7,3.4,57.95,20.00,114.40,0.7,3.6,57.95,20.00
17-10-16,113.72,1.4,4.7,57.95,20.00,116.00,1.6,4.8,57.95,20.00
24-10-16,115.20,1.5,7.2,57.95,20.00,117.70,1.7,7.1,57.95,20.00
31-10-16,116.02,0.8,8.8,57.95,20.00,118.42,0.7,8.3,57.95,20.00
07-11-16,116.56,0.5,9.4,57.95,20.00,119.03,0.6,8.9,57.95,20.00
14-11-16,116.50,-0.1,9.1,57.95,20.00,118.92,-0.1,8.6,57.95,20.00
21-11-16,114.71,-1.8,7.4,57.95,20.00,117.42,-1.5,7.2,57.95,20.00
28-11-16,113.72,-1.0,6.8,57.95,20.00,116.57,-0.9,6.6,57.95,20.00
05-12-16,113.66,-0.1,6.9,57.95,20.00,116.75,0.2,6.8,57.95,20.00
12-12-16,114.23,0.6,10.2,57.95,20.00,117.51,0.8,9.4,57.95,20.00
19-12-16,115.00,0.8,12.7,57.95,20.00,118.61,1.1,11.6,57.95,20.00
26-12-16,115.45,0.5,13.3,57.95,20.00,119.03,0.4,12.6,57.95,20.00
02-01-17,117.00,1.5,15.0,57.95,20.00,120.03,1.0,13.7,57.95,20.00
09-01-17,117.98,1.0,16.1,57.95,20.00,121.30,1.3,17.9,57.95,20.00
16-01-17,118.63,0.7,16.8,57.95,20.00,122.10,0.8,19.3,57.95,20.00
23-01-17,119.43,0.8,18.0,57.95,20.00,122.75,0.6,21.2,57.95,20.00
30-01-17,120.01,0.6,18.7,57.95,20.00,123.19,0.4,22.4,57.95,20.00
06-02-17,120.18,0.2,18.7,57.95,20.00,123.25,0.1,22.1,57.95,20.00
13-02-17,120.15,0.0,18.7,57.95,20.00,123.17,-0.1,22.0,57.95,20.00
20-02-17,120.20,0.0,18.8,57.95,20.00,123.15,0.0,22.0,57.95,20.00
27-02-17,120.12,-0.1,18.7,57.95,20.00,123.06,-0.1,21.7,57.95,20.00
06-03-17,120.02,-0.1,18.6,57.95,20.00,122.90,-0.2,21.2,57.95,20.00
13-03-17,119.80,-0.2,18.1,57.95,20.00,122.77,-0.1,20.2,57.95,20.00
20-03-17,118.95,-0.9,16.4,57.95,20.00,121.84,-0.9,18.2,57.95,20.00
27-03-17,118.03,-0.9,14.6,57.95,20.00,121.08,-0.8,16.7,57.95,20.00
03-04-17,116.93,-1.1,12.4,57.95,20.00,119.92,-1.2,14.6,57.95,20.00
10-04-17,117.02,0.1,11.6,57.95,20.00,119.98,0.1,14.0,57.95,20.00
17-04-17,117.54,0.5,11.1,57.95,20.00,120.36,0.4,13.4,57.95,20.00
24-04-17,118.15,0.6,11.0,57.95,20.00,120.77,0.4,13.1,57.95,20.00
01-05-17,118.08,-0.1,10.3,57.95,20.00,120.78,0.0,12.2,57.95,20.00
08-05-17,117.06,-1.0,8.9,57.95,20.00,119.34,-1.4,10.3,57.95,20.00
15-05-17,115.60,-1.5,7.1,57.95,20.00,117.65,-1.7,8.4,57.95,20.00
22-05-17,115.67,0.1,6.5,57.95,20.00,117.76,0.1,7.9,57.95,20.00
29-05-17,115.79,0.1,6.0,57.95,20.00,117.88,0.1,7.2,57.95,20.00
05-06-17,115.82,0.0,5.4,57.95,20.00,117.95,0.1,6.5,57.95,20.00
12-06-17,115.69,-0.1,4.7,57.95,20.00,117.76,-0.2,5.8,57.95,20.00
19-06-17,115.12,-0.6,3.9,57.95,20.00,117.18,-0.6,4.9,57.95,20.00
26-06-17,114.43,-0.7,3.0,57.95,20.00,116.26,-0.9,3.7,57.95,20.00
03-07-17,113.74,-0.7,2.1,57.95,20.00,115.63,-0.6,2.8,57.95,20.00
10-07-17,113.58,-0.2,1.7,57.95,20.00,115.29,-0.3,2.2,57.95,20.00
17-07-17,113.89,0.3,2.0,57.95,20.00,115.58,0.3,2.6,57.95,20.00
24-07-17,113.99,0.1,2.3,57.95,20.00,115.73,0.1,2.8,57.95,20.00
31-07-17,114.16,0.2,3.1,57.95,20.00,115.99,0.3,3.6,57.95,20.00
07-08-17,114.78,0.6,5.0,57.95,20.00,116.64,0.7,5.2,57.95,20.00
14-08-17,115.53,0.7,6.2,57.95,20.00,117.43,0.8,6.4,57.95,20.00
21-08-17,116.04,0.5,6.4,57.95,20.00,118.05,0.6,6.3,57.95,20.00
28-08-17,116.40,0.4,6.0,57.95,20.00,118.24,0.2,5.7,57.95,20.00
04-09-17,116.95,0.5,6.0,57.95,20.00,118.77,0.5,5.7,57.95,20.00
11-09-17,118.14,1.2,6.8,57.95,20.00,119.94,1.2,6.5,57.95,20.00
18-09-17,118.85,0.7,7.6,57.95,20.00,120.59,0.7,7.4,57.95,20.00
25-09-17,118.87,0.0,7.5,57.95,20.00,120.92,0.3,7.5,57.95,20.00
02-10-17,118.13,-0.7,6.5,57.95,20.00,120.37,-0.5,6.7,57.95,20.00
09-10-17,117.16,-1.0,4.8,57.95,20.00,120.51,0.1,6.1,57.95,20.00
16-10-17,117.01,-0.2,3.3,57.95,20.00,120.42,-0.1,4.4,57.95,20.00
23-10-17,117.04,0.0,1.8,57.95,20.00,120.65,0.2,3.0,57.95,20.00
30-10-17,117.06,0.0,1.0,57.95,20.00,120.63,0.0,2.2,57.95,20.00
06-11-17,117.57,0.5,1.0,57.95,20.00,121.27,0.6,2.2,57.95,20.00
13-11-17,118.91,1.3,2.4,57.95,20.00,122.69,1.4,3.8,57.95,20.00
20-11-17,119.67,0.8,5.0,57.95,20.00,123.32,0.6,5.9,57.95,20.00
27-11-17,120.13,0.5,6.4,57.95,20.00,123.79,0.5,7.2,57.95,20.00
04-12-17,119.75,-0.4,6.1,57.95,20.00,123.21,-0.6,6.5,57.95,20.00
11-12-17,119.91,0.2,5.7,57.95,20.00,123.69,0.5,6.2,57.95,20.00
18-12-17,119.98,0.1,5.0,57.95,20.00,123.81,0.1,5.2,57.95,20.00
25-12-17,120.00,0.0,4.6,57.95,20.00,123.43,-0.4,4.4,57.95,20.00
01-01-18,120.19,0.2,3.2,57.95,20.00,123.51,0.1,3.5,57.95,20.00
08-01-18,120.52,0.3,2.5,57.95,20.00,123.97,0.5,2.7,57.95,20.00
15-01-18,120.96,0.4,2.3,57.95,20.00,124.58,0.6,2.5,57.95,20.00
22-01-18,121.50,0.5,2.1,57.95,20.00,125.07,0.5,2.3,57.95,20.00
29-01-18,121.69,0.2,1.7,57.95,20.00,125.32,0.3,2.1,57.95,20.00
05-02-18,121.73,0.0,1.6,57.95,20.00,125.36,0.0,2.1,57.95,20.00
12-02-18,121.58,-0.1,1.4,57.95,20.00,125.02,-0.3,1.8,57.95,20.00
19-02-18,120.52,-1.1,0.3,57.95,20.00,124.18,-0.8,1.0,57.95,20.00
26-02-18,119.55,-1.0,-0.6,57.95,20.00,123.09,-1.1,0.0,57.95,20.00
05-03-18,119.29,-0.3,-0.7,57.95,20.00,122.92,-0.2,0.0,57.95,20.00
12-03-18,119.11,-0.2,-0.7,57.95,20.00,122.96,0.0,0.2,57.95,20.00
19-03-18,119.17,0.1,0.2,57.95,20.00,122.84,-0.1,1.0,57.95,20.00
26-03-18,119.23,0.1,1.2,57.95,20.00,122.90,0.1,1.8,57.95,20.00
02-04-18,119.43,0.2,2.5,57.95,20.00,123.05,0.2,3.1,57.95,20.00
09-04-18,119.96,0.5,2.9,57.95,20.00,123.58,0.5,3.6,57.95,20.00
16-04-18,120.56,0.6,3.0,57.95,20.00,124.29,0.7,3.9,57.95,20.00
23-04-18,121.44,0.9,3.3,57.95,20.00,125.39,1.1,4.6,57.95,20.00
30-04-18,122.22,0.8,4.1,57.95,20.00,126.01,0.6,5.2,57.95,20.00
07-05-18,123.27,1.0,6.2,57.95,20.00,126.99,1.0,7.7,57.95,20.00
14-05-18,124.32,1.1,8.7,57.95,20.00,128.28,1.3,10.6,57.95,20.00
21-05-18,125.93,1.6,10.3,57.95,20.00,130.04,1.8,12.3,57.95,20.00
28-05-18,127.58,1.6,11.8,57.95,20.00,131.66,1.6,13.8,57.95,20.00
04-06-18,128.43,0.9,12.6,57.95,20.00,132.34,0.7,14.4,57.95,20.00
11-06-18,128.61,0.2,12.9,57.95,20.00,132.62,0.3,14.9,57.95,20.00
18-06-18,127.92,-0.7,12.8,57.95,20.00,131.98,-0.6,14.8,57.95,20.00
25-06-18,127.18,-0.7,12.8,57.95,20.00,131.27,-0.7,15.0,57.95,20.00
02-07-18,126.54,-0.6,12.8,57.95,20.00,130.83,-0.4,15.2,57.95,20.00
09-07-18,126.97,0.4,13.4,57.95,20.00,131.53,0.7,16.2,57.95,20.00
16-07-18,127.47,0.5,13.6,57.95,20.00,131.85,0.3,16.3,57.95,20.00
23-07-18,127.50,0.0,13.5,57.95,20.00,131.90,0.1,16.2,57.95,20.00
30-07-18,127.54,0.0,13.4,57.95,20.00,131.94,0.0,15.9,57.95,20.00
06-08-18,128.02,0.5,13.2,57.95,20.00,132.39,0.4,15.7,57.95,20.00
13-08-18,128.39,0.4,12.9,57.95,20.00,132.56,0.2,15.1,57.95,20.00
20-08-18,128.79,0.4,12.7,57.95,20.00,132.97,0.4,14.9,57.95,20.00
27-08-18,129.18,0.4,12.8,57.95,20.00,133.20,0.2,15.0,57.95,20.00
03-09-18,129.76,0.6,12.8,57.95,20.00,133.67,0.5,14.9,57.95,20.00
10-09-18,130.24,0.5,12.1,57.95,20.00,134.31,0.6,14.4,57.95,20.00
17-09-18,130.59,0.3,11.7,57.95,20.00,134.57,0.3,14.0,57.95,20.00
24-09-18,130.59,0.0,11.7,57.95,20.00,134.77,0.2,13.9,57.95,20.00
01-10-18,129.98,-0.6,11.8,57.95,20.00,134.86,0.1,14.5,57.95,20.00
08-10-18,130.15,0.2,13.0,57.95,20.00,135.53,0.7,15.0,57.95,20.00
15-10-18,130.81,0.7,13.8,57.95,20.00,136.63,1.1,16.2,57.95,20.00
22-10-18,130.98,0.2,13.9,57.95,20.00,136.93,0.3,16.3,57.95,20.00
29-10-18,130.64,-0.3,13.6,57.95,20.00,136.99,0.1,16.4,57.95,20.00
05-11-18,130.11,-0.5,12.5,57.95,20.00,137.03,0.0,15.8,57.95,20.00
12-11-18,128.94,-1.2,10.0,57.95,20.00,137.08,0.1,14.4,57.95,20.00
19-11-18,127.40,-1.5,7.7,57.95,20.00,136.38,-0.7,13.1,57.95,20.00
26-11-18,125.77,-1.6,5.6,57.95,20.00,135.43,-1.0,11.6,57.95,20.00
03-12-18,124.30,-1.5,4.5,57.95,20.00,134.38,-1.0,11.2,57.95,20.00
10-12-18,122.37,-1.9,2.5,57.95,20.00,132.50,-1.9,8.8,57.95,20.00
17-12-18,121.02,-1.3,1.0,57.95,20.00,131.26,-1.2,7.4,57.95,20.00
24-12-18,120.61,-0.4,0.6,57.95,20.00,130.91,-0.4,7.5,57.95,20.00
31-12-18,120.18,-0.4,0.0,57.95,20.00,130.26,-0.6,6.7,57.95,20.00
07-01-19,120.27,0.1,-0.2,57.95,20.00,130.33,0.1,6.4,57.95,20.00
14-01-19,119.53,-0.7,-1.4,57.95,20.00,129.47,-0.9,4.9,57.95,20.00
21-01-19,119.12,-0.4,-2.4,57.95,20.00,128.92,-0.5,3.9,57.95,20.00
28-01-19,119.29,0.2,-2.4,57.95,20.00,129.10,0.2,3.8,57.95,20.00
04-02-19,119.13,-0.2,-2.6,57.95,20.00,129.13,0.0,3.8,57.95,20.00
11-02-19,118.97,-0.2,-2.6,57.95,20.00,129.17,0.0,4.2,57.95,20.00
18-02-19,119.05,0.1,-1.5,57.95,20.00,129.23,0.1,5.1,57.95,20.00
25-02-19,119.22,0.2,-0.3,57.95,20.00,129.66,0.4,6.6,57.95,20.00
04-03-19,119.72,0.5,0.4,57.95,20.00,130.25,0.6,7.3,57.95,20.00
11-03-19,120.10,0.4,1.0,57.95,20.00,130.59,0.3,7.6,57.95,20.00
18-03-19,120.48,0.4,1.3,57.95,20.00,130.85,0.3,8.0,57.95,20.00
25-03-19,120.83,0.4,1.6,57.95,20.00,131.15,0.3,8.3,57.95,20.00
01-04-19,121.70,0.9,2.3,57.95,20.00,131.48,0.3,8.4,57.95,20.00
08-04-19,122.66,1.0,2.7,57.95,20.00,132.08,0.6,8.5,57.95,20.00
15-04-19,124.06,1.4,3.5,57.95,20.00,132.96,0.9,8.7,57.95,20.00
22-04-19,125.43,1.4,4.0,57.95,20.00,133.99,1.0,8.6,57.95,20.00
29-04-19,126.36,0.9,4.1,57.95,20.00,134.60,0.6,8.6,57.95,20.00
06-05-19,127.50,1.1,4.2,57.95,20.00,135.41,0.8,8.4,57.95,20.00
13-05-19,127.97,0.5,3.7,57.95,20.00,135.36,0.0,7.1,57.95,20.00
20-05-19,128.51,0.5,2.6,57.95,20.00,135.82,0.5,5.8,57.95,20.00
27-05-19,129.14,0.6,1.6,57.95,20.00,136.45,0.6,4.8,57.95,20.00
03-06-19,129.41,0.3,1.0,57.95,20.00,136.39,-0.1,4.1,57.95,20.00
10-06-19,128.89,-0.5,0.3,57.95,20.00,135.40,-1.0,2.8,57.95,20.00
17-06-19,127.66,-1.2,-0.3,57.95,20.00,133.76,-1.6,1.8,57.95,20.00
24-06-19,126.66,-1.0,-0.5,57.95,20.00,131.81,-1.9,0.5,57.95,20.00
01-07-19,126.49,-0.2,-0.1,57.95,20.00,131.55,-0.3,0.7,57.95,20.00
08-07-19,126.86,0.4,-0.1,57.95,20.00,131.68,0.1,0.2,57.95,20.00
15-07-19,127.13,0.3,-0.3,57.95,20.00,131.86,0.2,0.0,57.95,20.00
22-07-19,127.81,0.7,0.3,57.95,20.00,132.21,0.4,0.3,57.95,20.00
29-07-19,128.03,0.2,0.5,57.95,20.00,132.60,0.4,0.7,57.95,20.00
05-08-19,128.37,0.3,0.3,57.95,20.00,132.61,0.0,0.2,57.95,20.00
12-08-19,128.36,0.0,0.0,57.95,20.00,132.59,0.0,0.0,57.95,20.00
19-08-19,128.17,-0.2,-0.6,57.95,20.00,132.60,0.0,-0.4,57.95,20.00
26-08-19,128.22,0.1,-1.0,57.95,20.00,132.51,-0.1,-0.7,57.95,20.00
02-09-19,127.86,-0.4,-1.9,57.95,20.00,132.29,-0.2,-1.4,57.95,20.00
09-09-19,127.79,-0.1,-2.5,57.95,20.00,131.89,-0.4,-2.4,57.95,20.00
16-09-19,126.92,-0.9,-3.7,57.95,20.00,131.35,-0.5,-3.2,57.95,20.00
23-09-19,126.78,-0.1,-3.8,57.95,20.00,131.52,0.2,-3.2,57.95,20.00
30-09-19,126.92,0.1,-3.1,57.95,20.00,131.83,0.3,-3.0,57.95,20.00
07-10-19,126.87,-0.1,-3.3,57.95,20.00,131.82,0.0,-3.7,57.95,20.00
14-10-19,126.91,0.0,-3.9,57.95,20.00,131.89,0.1,-4.7,57.95,20.00
21-10-19,126.40,-0.5,-4.6,57.95,20.00,131.28,-0.6,-5.6,57.95,20.00
28-10-19,125.77,-0.6,-4.9,57.95,20.00,130.60,-0.7,-6.4,57.95,20.00
04-11-19,125.56,-0.2,-4.5,57.95,20.00,130.38,-0.2,-6.7,57.95,20.00
11-11-19,125.59,0.0,-3.3,57.95,20.00,130.42,0.0,-6.7,57.95,20.00
18-11-19,125.58,0.0,-1.8,57.95,20.00,130.35,-0.1,-6.0,57.95,20.00
25-11-19,125.32,-0.3,-0.5,57.95,20.00,130.08,-0.3,-5.3,57.95,20.00
02-12-19,124.81,-0.5,0.5,57.95,20.00,129.79,-0.3,-4.6,57.95,20.00
09-12-19,124.75,-0.1,2.4,57.95,20.00,129.79,0.0,-2.7,57.95,20.00
16-12-19,124.33,-0.4,3.3,57.95,20.00,129.56,-0.2,-1.7,57.95,20.00
23-12-19,124.16,-0.2,3.5,57.95,20.00,129.81,0.2,-1.1,57.95,20.00
30-12-19,124.96,0.8,4.8,57.95,20.00,130.54,0.7,0.3,57.95,20.00
06-01-20,126.09,1.1,5.8,57.95,20.00,131.56,1.0,1.2,57.95,20.00
13-01-20,127.17,1.1,7.6,57.95,20.00,132.69,1.1,3.2,57.95,20.00
20-01-20,127.18,0.0,8.1,57.95,20.00,132.74,0.1,3.8,57.95,20.00
27-01-20,127.33,0.2,8.0,57.95,20.00,132.88,0.1,3.8,57.95,20.00
03-02-20,125.85,-1.5,6.7,57.95,20.00,131.48,-1.4,2.3,57.95,20.00
10-02-20,124.73,-1.1,5.8,57.95,20.00,129.70,-1.8,0.5,57.95,20.00
17-02-20,123.80,-0.9,4.7,57.95,20.00,128.20,-1.5,-1.0,57.95,20.00
24-02-20,123.45,-0.3,4.2,57.95,20.00,127.67,-0.5,-2.0,57.95,20.00
02-03-20,122.43,-1.0,2.7,57.95,20.00,126.62,-1.1,-3.6,57.95,20.00
09-03-20,122.24,-0.2,2.1,57.95,20.00,126.25,-0.4,-4.3,57.95,20.00
16-03-20,120.33,-1.9,-0.1,57.95,20.00,124.36,-1.9,-6.5,57.95,20.00
23-03-20,119.64,-0.7,-1.2,57.95,20.00,123.41,-1.0,-7.7,57.95,20.00
30-03-20,112.45,-7.2,-9.3,57.95,20.00,118.60,-4.8,-12.9,57.95,20.00
06-04-20,110.23,-2.2,-12.4,57.95,20.00,116.83,-1.8,-15.3,57.95,20.00
13-04-20,109.27,-1.0,-14.8,57.95,20.00,116.15,-0.7,-16.8,57.95,20.00
20-04-20,108.63,-0.6,-16.8,57.95,20.00,115.73,-0.4,-18.3,57.95,20.00
27-04-20,107.88,-0.8,-18.5,57.95,20.00,115.22,-0.5,-19.4,57.95,20.00
04-05-20,107.56,-0.3,-19.9,57.95,20.00,114.94,-0.3,-20.5,57.95,20.00
11-05-20,107.45,-0.1,-20.5,57.95,20.00,114.83,-0.1,-20.5,57.95,20.00
18-05-20,105.09,-2.4,-23.4,57.95,20.00,112.22,-2.6,-23.6,57.95,20.00
25-05-20,104.87,-0.2,-24.3,57.95,20.00,111.70,-0.5,-24.7,57.95,20.00
01-06-20,105.17,0.3,-24.2,57.95,20.00,111.76,0.1,-24.6,57.95,20.00
08-06-20,105.74,0.6,-23.1,57.95,20.00,111.98,0.2,-23.4,57.95,20.00
15-06-20,106.37,0.6,-21.3,57.95,20.00,112.53,0.6,-21.2,57.95,20.00
22-06-20,107.13,0.8,-19.5,57.95,20.00,112.98,0.4,-18.8,57.95,20.00
29-06-20,108.31,1.2,-18.2,57.95,20.00,114.10,1.1,-17.5,57.95,20.00
06-07-20,109.43,1.1,-17.4,57.95,20.00,115.05,0.9,-16.6,57.95,20.00
13-07-20,111.24,1.8,-15.9,57.95,20.00,116.75,1.7,-15.1,57.95,20.00
20-07-20,112.23,1.0,-15.6,57.95,20.00,117.35,0.6,-14.9,57.95,20.00
27-07-20,112.66,0.4,-15.4,57.95,20.00,117.76,0.4,-14.8,57.95,20.00
03-08-20,112.91,0.3,-15.5,57.95,20.00,117.97,0.2,-14.6,57.95,20.00
10-08-20,113.02,0.1,-15.3,57.95,20.00,118.01,0.0,-14.6,57.95,20.00
17-08-20,113.04,0.0,-15.1,57.95,20.00,118.00,0.0,-14.6,57.95,20.00
24-08-20,113.22,0.2,-15.0,57.95,20.00,118.14,0.1,-14.4,57.95,20.00
31-08-20,113.29,0.1,-14.6,57.95,20.00,118.18,0.0,-14.1,57.95,20.00
07-09-20,113.37,0.1,-14.4,57.95,20.00,118.22,0.0,-13.7,57.95,20.00
14-09-20,113.32,0.0,-13.6,57.95,20.00,118.18,0.0,-13.2,57.95,20.00
21-09-20,113.31,0.0,-13.5,57.95,20.00,118.16,0.0,-13.4,57.95,20.00
28-09-20,113.30,0.0,-13.6,57.95,20.00,118.14,0.0,-13.7,57.95,20.00
05-10-20,113.26,0.0,-13.6,57.95,20.00,118.11,0.0,-13.7,57.95,20.00
12-10-20,113.19,-0.1,-13.7,57.95,20.00,118.05,-0.1,-13.8,57.95,20.00
19-10-20,113.18,0.0,-13.2,57.95,20.00,118.08,0.0,-13.2,57.95,20.00
26-10-20,113.14,0.0,-12.6,57.95,20.00,118.08,0.0,-12.5,57.95,20.00
02-11-20,113.11,0.0,-12.5,57.95,20.00,118.06,0.0,-12.3,57.95,20.00
09-11-20,112.50,-0.6,-13.1,57.95,20.00,117.28,-0.8,-13.1,57.95,20.00
16-11-20,112.35,-0.2,-13.2,57.95,20.00,117.07,-0.2,-13.3,57.95,20.00
23-11-20,112.42,0.1,-12.9,57.95,20.00,117.13,0.1,-12.9,57.95,20.00
30-11-20,112.61,0.2,-12.2,57.95,20.00,117.41,0.3,-12.4,57.95,20.00
07-12-20,113.17,0.6,-11.6,57.95,20.00,117.99,0.6,-11.8,57.95,20.00
14-12-20,113.82,0.7,-10.5,57.95,20.00,118.57,0.6,-11.0,57.95,20.00
21-12-20,114.43,0.6,-9.7,57.95,20.00,119.17,0.6,-10.6,57.95,20.00
28-12-20,114.91,0.5,-10.1,57.95,20.00,119.65,0.5,-10.9,57.95,20.00
04-01-21,115.39,0.5,-10.7,57.95,20.00,119.97,0.3,-11.6,57.95,20.00
11-01-21,116.14,0.8,-11.0,57.95,20.00,120.61,0.6,-12.1,57.95,20.00
18-01-21,116.93,0.8,-10.2,57.95,20.00,121.52,0.9,-11.2,57.95,20.00
25-01-21,118.10,1.2,-9.2,57.95,20.00,122.70,1.2,-10.2,57.95,20.00
01-02-21,119.14,1.0,-6.7,57.95,20.00,123.70,1.0,-7.8,57.95,20.00
08-02-21,119.67,0.5,-5.1,57.95,20.00,124.09,0.4,-5.6,57.95,20.00
15-02-21,120.53,0.9,-3.3,57.95,20.00,125.01,0.9,-3.2,57.95,20.00
22-02-21,121.27,0.7,-2.2,57.95,20.00,125.71,0.7,-2.0,57.95,20.00
01-03-21,122.17,0.9,-0.3,57.95,20.00,126.62,0.9,0.0,57.95,20.00
08-03-21,122.94,0.8,0.7,57.95,20.00,127.40,0.8,1.1,57.95,20.00
15-03-21,123.90,1.0,3.6,57.95,20.00,128.24,0.8,3.9,57.95,20.00
22-03-21,124.57,0.7,4.9,57.95,20.00,129.02,0.8,5.6,57.95,20.00
29-03-21,125.13,0.6,12.7,57.95,20.00,129.32,0.3,10.7,57.95,20.00
05-04-21,125.24,0.1,15.0,57.95,20.00,129.35,0.0,12.5,57.95,20.00
12-04-21,125.40,0.2,16.1,57.95,20.00,129.39,0.0,13.2,57.95,20.00
19-04-21,125.48,0.1,16.8,57.95,20.00,129.49,0.1,13.8,57.95,20.00
26-04-21,125.80,0.3,17.9,57.95,20.00,129.77,0.3,14.5,57.95,20.00
03-05-21,126.09,0.3,18.5,57.95,20.00,130.00,0.2,15.1,57.95,20.00
10-05-21,126.53,0.4,19.1,57.95,20.00,130.43,0.4,15.6,57.95,20.00
17-05-21,127.19,0.7,22.1,57.95,20.00,131.03,0.6,18.8,57.95,20.00
24-05-21,127.89,0.7,23.0,57.95,20.00,131.52,0.5,19.8,57.95,20.00
31-05-21,128.15,0.3,23.0,57.95,20.00,131.82,0.3,20.1,57.95,20.00
07-06-21,128.69,0.5,23.0,57.95,20.00,132.38,0.6,20.4,57.95,20.00
14-06-21,129.47,0.8,23.1,57.95,20.00,133.17,0.8,20.6,57.95,20.00
21-06-21,130.10,0.6,23.0,57.95,20.00,133.69,0.5,20.7,57.95,20.00
28-06-21,130.73,0.6,22.4,57.95,20.00,134.27,0.6,20.2,57.95,20.00
05-07-21,131.70,1.0,22.3,57.95,20.00,134.13,-0.1,19.1,57.95,20.00
12-07-21,132.47,0.8,21.2,57.95,20.00,135.29,1.2,18.5,57.95,20.00
19-07-21,133.20,0.7,21.0,57.95,20.00,135.95,0.7,18.6,57.95,20.00
26-07-21,133.48,0.3,20.8,57.95,20.00,136.20,0.3,18.4,57.95,20.00
02-08-21,134.21,0.7,21.3,57.95,20.00,136.89,0.7,18.9,57.95,20.00
09-08-21,134.70,0.5,21.7,57.95,20.00,137.31,0.4,19.3,57.95,20.00
16-08-21,134.70,0.0,21.7,57.95,20.00,136.77,-0.5,18.8,57.95,20.00
23-08-21,134.68,0.0,21.5,57.95,20.00,137.15,0.4,19.0,57.95,20.00
30-08-21,134.66,0.0,21.4,57.95,20.00,137.11,0.0,18.9,57.95,20.00
06-09-21,134.76,0.1,21.4,57.95,20.00,137.19,0.1,19.0,57.95,20.00
13-09-21,134.75,0.0,21.4,57.95,20.00,137.19,0.0,19.0,57.95,20.00
20-09-21,134.86,0.1,21.6,57.95,20.00,137.35,0.2,19.2,57.95,20.00
27-09-21,135.19,0.3,21.9,57.95,20.00,137.95,0.6,19.8,57.95,20.00
